,Review,Reviews_Token,Reviews_Lemm,Sentiment_TextBlob,Sentiment_VADER,Bigrams,Trigrams,Label
10,good meal fajita rib salad issu dress miss three salad put right quickli good servic rib amaz realli enjoy,"['good', 'meal', 'fajita', 'rib', 'salad', 'issu', 'dress', 'miss', 'three', 'salad', 'put', 'right', 'quickli', 'good', 'servic', 'rib', 'amaz', 'realli', 'enjoy']","['good', 'meal', 'fajita', 'rib', 'salad', 'issu', 'dress', 'miss', 'three', 'salad', 'put', 'right', 'quickli', 'good', 'servic', 'rib', 'amaz', 'realli', 'enjoy']",0.5214285714285714,0.8126,"[('good', 'meal'), ('meal', 'fajita'), ('fajita', 'rib'), ('rib', 'salad'), ('salad', 'issu'), ('issu', 'dress'), ('dress', 'miss'), ('miss', 'three'), ('three', 'salad'), ('salad', 'put'), ('put', 'right'), ('right', 'quickli'), ('quickli', 'good'), ('good', 'servic'), ('servic', 'rib'), ('rib', 'amaz'), ('amaz', 'realli'), ('realli', 'enjoy')]","[('good', 'meal', 'fajita'), ('meal', 'fajita', 'rib'), ('fajita', 'rib', 'salad'), ('rib', 'salad', 'issu'), ('salad', 'issu', 'dress'), ('issu', 'dress', 'miss'), ('dress', 'miss', 'three'), ('miss', 'three', 'salad'), ('three', 'salad', 'put'), ('salad', 'put', 'right'), ('put', 'right', 'quickli'), ('right', 'quickli', 'good'), ('quickli', 'good', 'servic'), ('good', 'servic', 'rib'), ('servic', 'rib', 'amaz'), ('rib', 'amaz', 'realli'), ('amaz', 'realli', 'enjoy')]",Postive
11,quick easi friendli servic easi place get tradit american breakfast stay time squar area,"['quick', 'easi', 'friendli', 'servic', 'easi', 'place', 'get', 'tradit', 'american', 'breakfast', 'stay', 'time', 'squar', 'area']","['quick', 'easi', 'friendli', 'servic', 'easi', 'place', 'get', 'tradit', 'american', 'breakfast', 'stay', 'time', 'squar', 'area']",0.16666666666666666,0.0,"[('quick', 'easi'), ('easi', 'friendli'), ('friendli', 'servic'), ('servic', 'easi'), ('easi', 'place'), ('place', 'get'), ('get', 'tradit'), ('tradit', 'american'), ('american', 'breakfast'), ('breakfast', 'stay'), ('stay', 'time'), ('time', 'squar'), ('squar', 'area')]","[('quick', 'easi', 'friendli'), ('easi', 'friendli', 'servic'), ('friendli', 'servic', 'easi'), ('servic', 'easi', 'place'), ('easi', 'place', 'get'), ('place', 'get', 'tradit'), ('get', 'tradit', 'american'), ('tradit', 'american', 'breakfast'), ('american', 'breakfast', 'stay'), ('breakfast', 'stay', 'time'), ('stay', 'time', 'squar'), ('time', 'squar', 'area')]",Neutral
12,lot hard rock cafe round world disappoint servic pretti poor burger realli small whole experi simpli disappoint recommend go hard rock cafe one,"['lot', 'hard', 'rock', 'cafe', 'round', 'world', 'disappoint', 'servic', 'pretti', 'poor', 'burger', 'realli', 'small', 'whole', 'experi', 'simpli', 'disappoint', 'recommend', 'go', 'hard', 'rock', 'cafe', 'one']","['lot', 'hard', 'rock', 'cafe', 'round', 'world', 'disappoint', 'servic', 'pretti', 'poor', 'burger', 'realli', 'small', 'whole', 'experi', 'simpli', 'disappoint', 'recommend', 'go', 'hard', 'rock', 'cafe', 'one']",-0.20555555555555557,-0.7783,"[('lot', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'round'), ('round', 'world'), ('world', 'disappoint'), ('disappoint', 'servic'), ('servic', 'pretti'), ('pretti', 'poor'), ('poor', 'burger'), ('burger', 'realli'), ('realli', 'small'), ('small', 'whole'), ('whole', 'experi'), ('experi', 'simpli'), ('simpli', 'disappoint'), ('disappoint', 'recommend'), ('recommend', 'go'), ('go', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'one')]","[('lot', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'round'), ('cafe', 'round', 'world'), ('round', 'world', 'disappoint'), ('world', 'disappoint', 'servic'), ('disappoint', 'servic', 'pretti'), ('servic', 'pretti', 'poor'), ('pretti', 'poor', 'burger'), ('poor', 'burger', 'realli'), ('burger', 'realli', 'small'), ('realli', 'small', 'whole'), ('small', 'whole', 'experi'), ('whole', 'experi', 'simpli'), ('experi', 'simpli', 'disappoint'), ('simpli', 'disappoint', 'recommend'), ('disappoint', 'recommend', 'go'), ('recommend', 'go', 'hard'), ('go', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'one')]",Negative
13,realli friendli staff food well nice place nice clean hardli wait time book tabl good valu money,"['realli', 'friendli', 'staff', 'food', 'well', 'nice', 'place', 'nice', 'clean', 'hardli', 'wait', 'time', 'book', 'tabl', 'good', 'valu', 'money']","['realli', 'friendli', 'staff', 'food', 'well', 'nice', 'place', 'nice', 'clean', 'hardli', 'wait', 'time', 'book', 'tabl', 'good', 'valu', 'money']",0.5666666666666667,0.9062,"[('realli', 'friendli'), ('friendli', 'staff'), ('staff', 'food'), ('food', 'well'), ('well', 'nice'), ('nice', 'place'), ('place', 'nice'), ('nice', 'clean'), ('clean', 'hardli'), ('hardli', 'wait'), ('wait', 'time'), ('time', 'book'), ('book', 'tabl'), ('tabl', 'good'), ('good', 'valu'), ('valu', 'money')]","[('realli', 'friendli', 'staff'), ('friendli', 'staff', 'food'), ('staff', 'food', 'well'), ('food', 'well', 'nice'), ('well', 'nice', 'place'), ('nice', 'place', 'nice'), ('place', 'nice', 'clean'), ('nice', 'clean', 'hardli'), ('clean', 'hardli', 'wait'), ('hardli', 'wait', 'time'), ('wait', 'time', 'book'), ('time', 'book', 'tabl'), ('book', 'tabl', 'good'), ('tabl', 'good', 'valu'), ('good', 'valu', 'money')]",Postive
14,excel place visit fun atmospher food good waiter superb give us chanc chose music recommend veget fajita,"['excel', 'place', 'visit', 'fun', 'atmospher', 'food', 'good', 'waiter', 'superb', 'give', 'us', 'chanc', 'chose', 'music', 'recommend', 'veget', 'fajita']","['excel', 'place', 'visit', 'fun', 'atmospher', 'food', 'good', 'waiter', 'superb', 'give', 'us', 'chanc', 'chose', 'music', 'recommend', 'veget', 'fajita']",0.6666666666666666,0.9413,"[('excel', 'place'), ('place', 'visit'), ('visit', 'fun'), ('fun', 'atmospher'), ('atmospher', 'food'), ('food', 'good'), ('good', 'waiter'), ('waiter', 'superb'), ('superb', 'give'), ('give', 'us'), ('us', 'chanc'), ('chanc', 'chose'), ('chose', 'music'), ('music', 'recommend'), ('recommend', 'veget'), ('veget', 'fajita')]","[('excel', 'place', 'visit'), ('place', 'visit', 'fun'), ('visit', 'fun', 'atmospher'), ('fun', 'atmospher', 'food'), ('atmospher', 'food', 'good'), ('food', 'good', 'waiter'), ('good', 'waiter', 'superb'), ('waiter', 'superb', 'give'), ('superb', 'give', 'us'), ('give', 'us', 'chanc'), ('us', 'chanc', 'chose'), ('chanc', 'chose', 'music'), ('chose', 'music', 'recommend'), ('music', 'recommend', 'veget'), ('recommend', 'veget', 'fajita')]",Postive
15,rude bar attend felt rush waitress seem constantli glare us cold food mani hard rock cafe around globe far worst experi,"['rude', 'bar', 'attend', 'felt', 'rush', 'waitress', 'seem', 'constantli', 'glare', 'us', 'cold', 'food', 'mani', 'hard', 'rock', 'cafe', 'around', 'globe', 'far', 'worst', 'experi']","['rude', 'bar', 'attend', 'felt', 'rush', 'waitress', 'seem', 'constantli', 'glare', 'us', 'cold', 'food', 'mani', 'hard', 'rock', 'cafe', 'around', 'globe', 'far', 'bad', 'experi']",-0.41833333333333333,-0.8176,"[('rude', 'bar'), ('bar', 'attend'), ('attend', 'felt'), ('felt', 'rush'), ('rush', 'waitress'), ('waitress', 'seem'), ('seem', 'constantli'), ('constantli', 'glare'), ('glare', 'us'), ('us', 'cold'), ('cold', 'food'), ('food', 'mani'), ('mani', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'around'), ('around', 'globe'), ('globe', 'far'), ('far', 'bad'), ('bad', 'experi')]","[('rude', 'bar', 'attend'), ('bar', 'attend', 'felt'), ('attend', 'felt', 'rush'), ('felt', 'rush', 'waitress'), ('rush', 'waitress', 'seem'), ('waitress', 'seem', 'constantli'), ('seem', 'constantli', 'glare'), ('constantli', 'glare', 'us'), ('glare', 'us', 'cold'), ('us', 'cold', 'food'), ('cold', 'food', 'mani'), ('food', 'mani', 'hard'), ('mani', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'around'), ('cafe', 'around', 'globe'), ('around', 'globe', 'far'), ('globe', 'far', 'bad'), ('far', 'bad', 'experi')]",Negative
16,overr venu staff horribl abrupt unpleas food ok like spend odd cold food tast like itâ straight microwav best part left build,"['overr', 'venu', 'staff', 'horribl', 'abrupt', 'unpleas', 'food', 'ok', 'like', 'spend', 'odd', 'cold', 'food', 'tast', 'like', 'itâ', 'straight', 'microwav', 'best', 'part', 'left', 'build']","['overr', 'venu', 'staff', 'horribl', 'abrupt', 'unpleas', 'food', 'ok', 'like', 'spend', 'odd', 'cold', 'food', 'tast', 'like', 'itâ', 'straight', 'microwav', 'best', 'part', 'leave', 'build']",0.11547619047619048,0.875,"[('overr', 'venu'), ('venu', 'staff'), ('staff', 'horribl'), ('horribl', 'abrupt'), ('abrupt', 'unpleas'), ('unpleas', 'food'), ('food', 'ok'), ('ok', 'like'), ('like', 'spend'), ('spend', 'odd'), ('odd', 'cold'), ('cold', 'food'), ('food', 'tast'), ('tast', 'like'), ('like', 'itâ'), ('itâ', 'straight'), ('straight', 'microwav'), ('microwav', 'best'), ('best', 'part'), ('part', 'leave'), ('leave', 'build')]","[('overr', 'venu', 'staff'), ('venu', 'staff', 'horribl'), ('staff', 'horribl', 'abrupt'), ('horribl', 'abrupt', 'unpleas'), ('abrupt', 'unpleas', 'food'), ('unpleas', 'food', 'ok'), ('food', 'ok', 'like'), ('ok', 'like', 'spend'), ('like', 'spend', 'odd'), ('spend', 'odd', 'cold'), ('odd', 'cold', 'food'), ('cold', 'food', 'tast'), ('food', 'tast', 'like'), ('tast', 'like', 'itâ'), ('like', 'itâ', 'straight'), ('itâ', 'straight', 'microwav'), ('straight', 'microwav', 'best'), ('microwav', 'best', 'part'), ('best', 'part', 'leave'), ('part', 'leave', 'build')]",Postive
17,place fulli pack end order fave take away instead classic cheeseburg cours didnâ miss shirt souvenir,"['place', 'fulli', 'pack', 'end', 'order', 'fave', 'take', 'away', 'instead', 'classic', 'cheeseburg', 'cours', 'didnâ', 'miss', 'shirt', 'souvenir']","['place', 'fulli', 'pack', 'end', 'order', 'fave', 'take', 'away', 'instead', 'classic', 'cheeseburg', 'cours', 'didnâ', 'miss', 'shirt', 'souvenir']",0.16666666666666666,0.3182,"[('place', 'fulli'), ('fulli', 'pack'), ('pack', 'end'), ('end', 'order'), ('order', 'fave'), ('fave', 'take'), ('take', 'away'), ('away', 'instead'), ('instead', 'classic'), ('classic', 'cheeseburg'), ('cheeseburg', 'cours'), ('cours', 'didnâ'), ('didnâ', 'miss'), ('miss', 'shirt'), ('shirt', 'souvenir')]","[('place', 'fulli', 'pack'), ('fulli', 'pack', 'end'), ('pack', 'end', 'order'), ('end', 'order', 'fave'), ('order', 'fave', 'take'), ('fave', 'take', 'away'), ('take', 'away', 'instead'), ('away', 'instead', 'classic'), ('instead', 'classic', 'cheeseburg'), ('classic', 'cheeseburg', 'cours'), ('cheeseburg', 'cours', 'didnâ'), ('cours', 'didnâ', 'miss'), ('didnâ', 'miss', 'shirt'), ('miss', 'shirt', 'souvenir')]",Postive
18,attend first hard rock cafe gala teachrock steven van zandt great staff excel time vip tabl wonder night rememb,"['attend', 'first', 'hard', 'rock', 'cafe', 'gala', 'teachrock', 'steven', 'van', 'zandt', 'great', 'staff', 'excel', 'time', 'vip', 'tabl', 'wonder', 'night', 'rememb']","['attend', 'first', 'hard', 'rock', 'cafe', 'gala', 'teachrock', 'steven', 'van', 'zandt', 'great', 'staff', 'excel', 'time', 'vip', 'tabl', 'wonder', 'night', 'rememb']",0.25277777777777777,0.875,"[('attend', 'first'), ('first', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'gala'), ('gala', 'teachrock'), ('teachrock', 'steven'), ('steven', 'van'), ('van', 'zandt'), ('zandt', 'great'), ('great', 'staff'), ('staff', 'excel'), ('excel', 'time'), ('time', 'vip'), ('vip', 'tabl'), ('tabl', 'wonder'), ('wonder', 'night'), ('night', 'rememb')]","[('attend', 'first', 'hard'), ('first', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'gala'), ('cafe', 'gala', 'teachrock'), ('gala', 'teachrock', 'steven'), ('teachrock', 'steven', 'van'), ('steven', 'van', 'zandt'), ('van', 'zandt', 'great'), ('zandt', 'great', 'staff'), ('great', 'staff', 'excel'), ('staff', 'excel', 'time'), ('excel', 'time', 'vip'), ('time', 'vip', 'tabl'), ('vip', 'tabl', 'wonder'), ('tabl', 'wonder', 'night'), ('wonder', 'night', 'rememb')]",Postive
19,ate breakfast buffet daughter new york good select juic tea coffe yogurt bagel cereal hot select dollar worth,"['ate', 'breakfast', 'buffet', 'daughter', 'new', 'york', 'good', 'select', 'juic', 'tea', 'coffe', 'yogurt', 'bagel', 'cereal', 'hot', 'select', 'dollar', 'worth']","['ate', 'breakfast', 'buffet', 'daughter', 'new', 'york', 'good', 'select', 'juic', 'tea', 'coffe', 'yogurt', 'bagel', 'cereal', 'hot', 'select', 'dollar', 'worth']",0.3465909090909091,0.5859,"[('ate', 'breakfast'), ('breakfast', 'buffet'), ('buffet', 'daughter'), ('daughter', 'new'), ('new', 'york'), ('york', 'good'), ('good', 'select'), ('select', 'juic'), ('juic', 'tea'), ('tea', 'coffe'), ('coffe', 'yogurt'), ('yogurt', 'bagel'), ('bagel', 'cereal'), ('cereal', 'hot'), ('hot', 'select'), ('select', 'dollar'), ('dollar', 'worth')]","[('ate', 'breakfast', 'buffet'), ('breakfast', 'buffet', 'daughter'), ('buffet', 'daughter', 'new'), ('daughter', 'new', 'york'), ('new', 'york', 'good'), ('york', 'good', 'select'), ('good', 'select', 'juic'), ('select', 'juic', 'tea'), ('juic', 'tea', 'coffe'), ('tea', 'coffe', 'yogurt'), ('coffe', 'yogurt', 'bagel'), ('yogurt', 'bagel', 'cereal'), ('bagel', 'cereal', 'hot'), ('cereal', 'hot', 'select'), ('hot', 'select', 'dollar'), ('select', 'dollar', 'worth')]",Postive
